AGE	SEX	EDUC	WRKSTAT	RICHWORK	SATJOB	LIFE	IMPJOB	INCOME4	HRS1	DEGREE	ANOMIA5	DEGREE2	MAEDUC	PAEDUC	MACOLLEG	PACOLLEG	SATJOB2	MARITAL	AGEWED	SPWRKSTA	SPHRS1	SIBS	ZODIAC	SPEDUC	SPDEG	PARTYID	VOTE92	PRES92	POSTLIFE	HAPPY	HAPMAR	JOBINC	CLASSICL	OPERA	COUNTRY	RINCOM91	TVHOURS	FINRELA	WIFEDUC	HUSBEDUC	INCOMDOL	RINCMDOL	INCOME91
46	2	12	1	0	3	0	2	4	40	1	0	0	8	8	0	0	2	1	19	1	40	2	11	12	1	4	1	2	1	2	2	0	3	4	2	22	2	3	12	12	?	?	22
47	2	11	1	1	1	3	2	1	36	1	1	0	98	98	0	0	1	3	23	0	-1	9	11	97	7	1	2	0	1	2	0	1	4	4	1	3	3	2	?	?	11250	3500	9
27	2	10	7	0	2	2	4	1	-1	0	1	0	99	18	?	1	2	1	20	1	72	1	2	12	1	3	2	0	0	2	1	1	4	4	3	0	5	3	10	12	23750	?	14
30	1	12	1	2	1	3	2	3	50	1	2	0	10	12	0	0	1	1	23	2	20	2	3	12	1	0	2	0	0	2	1	2	2	3	4	0	2	4	12	12	55000	?	19
25	2	16	2	0	2	0	3	1	20	2	0	0	16	20	1	1	2	5	0	0	-1	0	5	97	7	4	2	0	2	2	0	0	1	4	3	2	4	4	?	?	2000	2000	2
29	2	16	7	0	2	3	3	2	-1	3	2	1	14	12	0	0	2	1	24	1	40	2	2	16	3	4	1	1	1	1	1	3	1	2	3	0	4	3	16	16	37500	?	17
52	2	12	7	0	1	2	2	2	-1	1	1	0	8	5	0	0	1	1	19	1	60	5	5	12	1	0	1	1	0	1	1	3	4	5	1	0	2	3	12	12	27500	?	15
39	2	12	1	0	2	0	2	3	58	1	0	0	12	12	0	0	2	1	18	1	40	1	5	12	1	2	2	0	1	2	1	0	2	4	2	13	1	3	12	12	45000	21250	18
52	2	12	1	2	3	2	2	1	38	1	1	0	12	13	0	0	2	1	25	1	6	3	4	12	1	1	1	1	1	2	2	3	2	4	2	10	1	2	12	12	13750	13750	10
99	2	10	1	2	2	2	3	4	40	0	1	0	99	99	0	0	2	5	0	0	-1	3	99	97	7	4	4	0	1	2	0	1	4	4	2	22	3	2	?	?	?	?	22
51	2	12	1	0	2	0	3	4	37	1	0	0	12	12	0	0	2	1	20	1	40	1	6	16	3	5	1	2	1	1	1	0	3	3	2	22	3	3	12	16	?	?	22
28	1	17	1	1	2	3	3	2	55	3	2	1	12	16	0	1	2	5	0	0	-1	1	1	97	7	6	1	2	1	1	0	4	1	3	3	15	1	4	?	?	27500	27500	15
48	2	10	3	0	3	0	3	4	-1	0	0	0	8	97	0	?	2	4	18	0	-1	3	3	97	7	2	2	0	1	3	0	0	4	4	2	22	2	2	?	?	?	?	22
31	2	12	2	0	1	0	2	2	16	1	0	0	12	98	0	0	1	1	28	1	65	1	6	11	0	5	2	0	1	1	1	0	1	3	3	6	4	3	12	11	37500	6500	17
37	2	12	1	2	1	2	2	2	40	1	1	0	8	8	0	0	1	1	20	1	40	2	7	13	1	2	1	2	0	1	1	3	3	4	1	13	2	3	12	13	37500	21250	17
55	1	13	1	1	2	3	2	3	60	1	1	0	12	12	0	0	2	1	18	1	72	4	8	12	1	6	1	2	0	2	1	1	2	4	1	16	2	2	12	13	55000	32500	19
40	2	12	2	0	1	0	3	1	15	1	0	0	10	8	0	0	1	1	21	2	25	1	5	11	0	2	1	2	1	1	1	0	3	3	1	3	5	3	12	11	16250	3500	11
20	1	13	2	1	2	3	2	4	37	1	8	0	12	12	0	0	2	5	0	0	-1	3	1	97	7	4	1	2	0	3	0	2	3	2	4	5	3	3	?	?	?	5500	98
46	1	11	1	8	2	9	2	1	60	1	9	0	98	97	?	?	2	1	32	7	-1	3	9	12	1	9	9	9	9	9	9	9	9	9	9	14	99	3	12	11	23750	23750	14
72	1	12	5	0	0	3	2	1	-1	1	2	0	99	99	?	?	?	1	25	5	-1	5	9	9	1	0	1	1	1	1	1	1	2	4	4	0	2	3	9	12	11250	?	9
27	2	14	8	0	0	2	4	4	-1	2	2	0	12	12	0	?	?	5	0	0	-1	1	3	97	7	0	1	1	0	1	0	1	5	5	4	0	8	3	?	?	?	?	98
79	2	7	5	0	0	3	2	1	-1	0	1	0	5	5	0	0	?	2	22	0	-1	6	4	97	7	6	1	2	0	2	0	4	4	4	1	0	8	9	?	?	13750	?	10
73	1	6	5	0	0	0	2	1	-1	0	0	0	97	98	?	?	?	1	26	7	-1	3	5	8	0	5	1	2	2	1	1	0	5	5	1	0	2	3	8	6	7500	?	7
75	2	5	7	0	2	3	3	1	-1	0	1	0	98	98	0	0	2	2	23	0	-1	6	8	97	7	3	2	0	0	2	0	4	3	5	4	0	2	3	?	?	3500	?	3
72	1	2	5	0	0	1	3	1	-1	0	1	0	3	0	0	0	?	1	29	7	-1	8	1	6	0	0	2	0	1	3	1	1	5	5	1	0	1	2	6	2	9000	?	8
75	1	6	5	0	0	0	1	1	-1	0	0	0	5	97	0	?	?	2	18	0	-1	1	1	97	7	2	1	1	1	2	0	0	4	4	3	0	3	2	?	?	11250	?	9
63	1	9	1	1	1	3	2	4	48	0	1	0	7	6	0	0	1	1	26	1	40	2	10	12	9	6	1	2	0	1	1	4	2	2	1	18	4	4	12	9	87500	45000	21
21	2	14	1	1	1	2	2	1	40	1	8	0	12	12	0	0	1	1	19	1	32	1	7	11	1	1	2	0	0	1	1	2	2	4	1	5	1	2	14	11	23750	5500	14
41	1	12	1	1	1	3	3	1	45	1	2	0	12	6	0	0	1	1	30	7	-1	5	3	12	1	6	1	2	0	2	1	3	4	4	4	11	0	2	12	12	16250	16250	11
33	1	9	1	2	2	3	2	1	44	0	1	0	10	8	0	0	2	5	0	0	-1	2	2	97	7	2	2	0	1	1	0	1	5	4	2	10	2	2	?	?	21250	13750	13
21	1	12	1	1	2	3	1	1	20	1	1	0	98	5	?	0	2	5	0	0	-1	14	3	97	7	0	2	0	1	2	0	3	3	8	8	2	8	3	?	?	4500	2000	4
29	2	11	1	0	4	0	2	1	70	0	0	0	99	97	0	?	2	3	19	0	-1	7	9	97	7	3	8	0	1	3	0	0	2	4	8	10	0	2	?	?	13750	13750	10
18	2	11	6	0	0	0	1	4	-1	0	0	0	10	97	0	?	?	5	0	0	-1	2	10	97	7	2	3	0	1	2	0	0	8	5	1	0	5	3	?	?	?	?	98
73	1	10	5	0	0	2	2	1	-1	1	2	0	10	12	0	0	?	1	18	7	-1	6	10	13	1	5	1	2	0	3	2	3	4	2	2	0	4	3	13	10	16250	?	11
47	1	8	4	1	2	2	3	1	-1	0	1	0	2	2	0	0	2	3	21	0	-1	10	1	97	7	2	2	0	1	2	0	1	3	4	1	0	10	1	?	?	2000	?	2
73	2	8	5	0	0	2	2	1	-1	0	1	0	5	4	0	0	?	2	19	0	-1	6	10	97	7	0	1	1	0	2	0	1	4	4	2	0	6	3	?	?	13750	?	10
58	1	7	8	0	0	2	2	1	-1	0	1	0	4	97	0	?	?	3	20	0	-1	4	7	97	7	0	1	1	0	2	0	4	4	5	4	0	5	1	?	?	5500	?	5
40	2	11	4	0	1	0	1	1	-1	0	0	0	10	97	0	?	1	5	0	0	-1	7	3	97	7	1	2	0	2	2	0	0	3	8	3	3	3	2	?	?	3500	3500	3
81	1	4	5	0	0	2	2	4	-1	0	1	0	4	4	0	0	?	1	20	7	-1	2	12	10	0	4	2	0	1	2	2	3	4	4	4	0	2	3	10	4	?	?	22
41	1	12	1	1	1	2	2	2	60	1	2	0	12	12	0	0	1	1	19	1	40	2	11	12	1	3	1	3	1	2	2	3	4	5	1	11	2	3	12	12	37500	16250	17
73	1	8	5	0	0	2	2	4	-1	0	2	0	12	8	0	0	?	1	25	5	-1	1	5	11	1	2	1	1	1	1	1	2	3	3	1	0	2	2	11	8	?	?	22
33	1	20	1	0	1	0	2	2	65	4	0	1	12	12	0	0	1	1	27	2	20	4	11	16	3	3	1	3	1	2	2	0	4	4	2	15	3	3	16	20	27500	27500	15
52	2	16	7	0	1	3	2	4	-1	3	1	1	14	16	0	1	1	1	20	1	40	0	6	16	4	0	1	1	0	3	1	4	1	1	2	0	4	4	16	16	87500	?	21
34	2	16	6	0	0	2	1	1	-1	2	1	0	12	12	0	0	?	1	18	1	40	0	8	14	2	2	1	2	1	2	1	3	3	4	2	0	1	2	16	14	21250	?	13
58	2	13	1	1	2	2	2	1	38	1	2	0	98	97	0	?	2	2	18	0	-1	5	10	97	7	0	1	1	1	2	0	4	4	4	2	7	1	2	?	?	7500	7500	7
47	2	12	4	0	1	0	1	1	-1	1	0	0	9	7	0	0	1	2	18	0	-1	5	9	97	7	3	2	0	1	3	0	0	8	4	1	0	5	5	?	?	4500	?	4
79	1	16	5	0	0	2	1	1	-1	3	1	1	12	18	0	1	?	2	23	0	-1	1	2	97	7	0	1	1	0	3	0	4	4	8	3	0	4	3	?	?	21250	?	13
43	2	14	1	1	2	2	3	2	40	1	1	0	7	7	0	0	2	5	0	0	-1	3	1	97	7	1	1	1	0	2	0	2	4	4	2	15	2	3	?	?	27500	27500	15
63	2	14	5	0	0	0	4	3	-1	1	0	0	9	14	0	0	?	1	19	2	3	1	5	12	1	1	1	1	1	1	1	0	4	5	1	0	4	3	14	12	45000	?	18
85	1	2	5	0	0	2	3	1	-1	0	1	0	97	98	?	0	?	1	25	5	-1	2	6	8	0	0	1	1	0	1	1	5	4	3	1	0	2	4	8	2	13750	?	10
45	2	14	1	1	1	2	2	4	40	2	1	0	9	10	0	0	1	3	18	0	-1	3	3	97	7	5	1	2	2	2	0	4	3	3	1	22	2	3	?	?	?	?	22
26	1	13	1	0	1	0	2	1	44	1	0	0	12	8	0	0	1	1	19	7	-1	2	10	13	1	5	1	2	1	1	1	0	4	5	1	14	4	3	13	13	23750	23750	14
42	1	14	1	0	1	0	2	3	46	2	0	0	8	8	0	0	1	5	0	0	-1	2	3	97	7	6	1	2	2	1	0	0	4	4	3	17	2	1	?	?	45000	37500	18
41	1	12	1	2	2	2	3	2	42	1	2	0	12	10	0	0	2	1	24	1	40	2	12	17	3	5	1	2	1	1	1	3	4	4	2	12	2	4	17	12	32500	18750	16
53	1	7	8	0	0	1	3	1	-1	0	1	0	98	98	0	?	?	5	0	0	-1	5	11	97	7	7	1	3	2	3	0	1	4	5	1	0	4	1	?	?	11250	?	9
68	1	8	5	0	0	0	3	2	-1	0	0	0	98	98	0	0	?	1	25	1	40	8	8	12	1	5	1	2	1	1	1	0	3	4	1	0	2	3	12	8	32500	?	16
49	2	9	4	2	3	1	1	1	-1	0	2	0	8	3	0	0	2	1	17	1	40	4	4	7	0	1	1	1	0	1	1	2	4	5	1	5	4	1	9	7	11250	5500	9
41	1	12	1	8	2	3	2	1	24	1	1	0	7	0	0	0	2	3	22	0	-1	4	7	97	7	2	3	0	0	2	0	2	4	5	1	12	3	3	?	?	18750	18750	12
81	1	4	5	0	0	2	1	1	-1	0	1	0	98	98	0	0	?	1	22	5	-1	7	8	7	0	0	1	1	1	1	1	4	8	5	1	0	10	5	7	4	6500	?	6
65	2	13	5	0	0	3	4	4	-1	1	1	0	16	97	1	?	?	1	19	2	20	6	4	13	1	1	1	1	0	1	1	2	5	5	2	0	3	3	13	13	?	?	98
42	2	14	1	1	2	3	2	2	40	2	1	0	98	98	0	0	2	1	33	2	30	2	12	10	0	0	1	1	0	1	1	9	8	4	1	12	6	2	14	10	37500	18750	17
26	1	12	1	2	2	2	2	1	44	1	1	0	12	8	0	0	2	1	21	4	-1	5	9	12	1	3	2	0	1	2	1	1	5	5	1	12	4	3	12	12	23750	18750	14
20	2	10	7	0	3	2	2	1	-1	0	2	0	10	99	?	?	2	1	16	1	40	98	3	10	0	5	1	2	1	2	2	1	5	5	3	0	12	2	10	10	6500	?	6
57	2	8	1	2	2	2	3	1	52	0	1	0	97	5	?	0	2	2	14	0	-1	3	9	97	7	2	2	0	1	2	0	4	3	4	2	10	2	3	?	?	21250	13750	13
28	2	10	8	0	0	0	2	1	-1	0	0	0	8	2	0	0	?	1	21	1	44	2	4	7	0	3	2	0	8	1	1	0	4	4	1	0	4	3	10	7	9000	?	8
50	2	12	1	0	2	0	3	4	44	1	0	0	8	8	0	0	2	1	19	1	40	4	12	11	0	3	2	0	8	1	1	0	2	4	1	9	3	3	12	11	?	11250	22
43	2	18	1	1	1	3	2	4	45	4	1	1	10	12	0	0	1	1	22	1	45	1	5	20	4	1	1	3	0	1	1	4	1	3	4	16	0	4	18	20	87500	32500	21
30	2	16	1	8	2	3	3	4	40	3	2	1	14	20	0	1	2	1	23	1	50	3	12	17	3	4	1	2	0	1	1	4	2	8	3	11	2	4	16	17	67500	16250	20
58	1	14	1	1	1	2	2	1	50	2	2	0	97	6	?	0	1	2	26	0	-1	7	1	97	7	2	1	1	1	2	0	4	1	4	1	9	3	2	?	?	16250	11250	11
22	2	16	6	0	0	3	1	4	-1	3	2	1	14	18	0	1	?	5	0	0	-1	1	1	97	7	2	1	1	0	2	0	5	1	3	4	0	0	3	?	?	?	?	98
63	1	12	7	0	9	0	2	1	-1	1	0	0	12	97	0	?	?	2	17	0	-1	1	6	97	7	1	1	3	1	2	0	0	4	5	1	0	2	1	?	?	4500	?	4
65	2	10	7	0	4	2	1	1	-1	0	1	0	12	3	0	0	2	1	17	5	-1	4	11	7	0	2	1	1	1	2	2	3	4	5	1	0	1	2	10	7	9000	?	8
50	2	9	1	0	2	0	9	4	40	0	0	0	98	98	0	0	2	1	18	2	99	4	7	9	0	5	2	0	1	2	2	0	4	4	1	22	2	3	9	9	?	?	22
75	2	12	5	0	0	1	2	4	-1	1	2	0	98	98	0	?	?	2	19	0	-1	5	2	97	7	2	2	0	1	3	0	3	4	4	3	0	2	3	?	?	?	?	98
54	2	9	7	0	2	3	2	4	-1	0	1	0	7	7	0	0	2	1	17	1	40	6	3	10	0	1	1	1	0	2	2	3	2	4	2	0	4	4	9	10	?	?	22
33	1	18	1	0	2	0	3	4	40	3	0	1	12	18	0	1	2	1	27	7	-1	3	4	16	3	5	1	2	1	1	1	0	5	5	1	22	2	3	16	18	?	?	22
36	1	12	1	0	2	0	2	4	40	1	0	0	12	8	0	0	2	1	22	1	40	3	8	14	2	4	1	2	1	1	1	0	4	5	1	22	3	3	14	12	?	?	22
82	1	16	1	1	1	2	2	4	36	3	2	1	98	11	0	0	1	1	26	7	-1	9	6	13	1	4	1	2	1	1	1	3	3	4	3	21	3	4	13	16	87500	87500	21
36	2	18	1	0	3	0	1	1	16	3	0	1	13	18	0	1	2	5	0	0	-1	2	9	97	7	1	1	1	2	2	0	0	1	3	2	13	1	3	?	?	21250	21250	13
48	2	12	1	1	4	2	9	4	43	1	1	0	98	98	?	?	2	1	17	1	30	2	1	12	1	3	1	2	0	2	1	2	4	4	4	22	1	3	12	12	?	?	22
27	2	16	1	1	1	2	2	1	45	3	1	1	12	12	0	0	1	1	23	6	-1	1	4	14	1	5	1	2	1	3	2	3	3	4	2	11	3	1	16	14	18750	16250	12
49	1	7	8	0	0	0	2	1	-1	0	0	0	4	3	0	0	?	3	18	0	-1	4	3	97	7	1	2	0	1	3	0	0	4	4	1	0	2	2	?	?	4500	?	4
55	1	11	8	0	0	2	3	1	-1	0	1	0	7	6	0	0	?	3	21	0	-1	2	4	97	7	3	1	2	1	2	0	1	4	4	1	0	2	2	?	?	21250	?	13
37	2	13	1	1	2	3	2	1	55	1	1	0	99	99	0	0	2	3	15	0	-1	2	12	97	7	5	1	2	0	2	0	4	4	4	1	9	3	3	?	?	11250	11250	9
28	1	9	4	0	4	0	1	1	-1	0	0	0	8	97	0	?	2	1	20	1	40	8	3	13	1	5	2	0	1	3	3	0	3	3	1	3	2	2	13	9	16250	3500	11
21	2	12	2	0	2	0	4	2	3	1	0	0	12	13	0	0	2	5	0	0	-1	3	12	97	7	7	2	0	1	2	0	0	2	5	2	4	0	3	?	?	27500	4500	15
39	2	12	1	2	1	2	1	1	75	1	1	0	98	98	0	0	1	4	19	0	-1	8	3	97	7	2	2	0	0	2	0	2	3	2	2	10	1	3	?	?	13750	13750	10
63	1	2	2	0	2	0	2	4	25	0	0	0	4	98	0	0	2	1	22	7	-1	5	4	9	0	1	1	2	1	1	2	0	3	8	2	20	2	2	9	2	87500	67500	21
23	1	12	1	1	1	2	2	1	56	1	1	0	12	12	0	0	1	1	19	7	-1	4	3	12	1	2	2	0	1	1	1	2	5	9	1	14	1	3	12	12	23750	23750	14
18	2	11	3	1	2	3	2	2	-1	0	2	0	12	13	0	0	2	5	0	0	-1	2	11	97	7	1	3	0	0	1	0	2	5	5	2	4	1	3	?	?	32500	4500	16
24	1	13	1	1	2	2	2	2	98	1	1	0	8	8	0	0	2	1	20	1	40	4	1	15	3	1	2	0	1	1	1	3	5	5	1	13	2	3	15	13	37500	21250	17
56	2	12	7	0	3	3	2	1	-1	1	1	0	5	3	0	0	2	1	17	5	-1	17	12	5	0	6	1	1	1	2	2	1	4	4	2	0	3	1	12	5	3500	?	3
31	1	12	1	2	2	2	2	1	40	1	1	0	10	6	0	0	2	3	21	0	-1	2	7	97	7	2	1	3	0	2	0	3	5	5	1	9	2	3	?	?	21250	11250	13
47	1	14	1	1	1	3	2	3	55	2	2	0	7	3	0	0	1	1	21	7	-1	3	9	12	1	1	1	2	1	2	1	3	2	4	1	18	1	4	12	14	55000	45000	19
81	2	10	5	0	0	2	5	1	-1	0	2	0	11	98	0	0	?	2	20	0	-1	8	1	97	7	0	2	0	0	2	0	5	2	4	2	0	3	2	?	?	6500	?	6
76	2	8	5	0	0	1	2	1	-1	0	2	0	97	16	?	0	?	2	21	0	-1	9	9	97	7	1	1	2	1	2	0	3	2	2	2	0	3	3	?	?	5500	?	5
48	2	16	3	1	1	3	1	4	-1	4	1	1	12	3	0	0	1	1	16	3	-1	0	1	15	1	5	1	1	0	1	1	3	2	4	3	16	0	3	16	15	67500	32500	20
54	2	7	8	0	0	2	5	4	-1	0	1	0	7	98	0	0	?	5	0	0	-1	7	3	97	7	3	2	0	0	3	0	4	4	4	2	0	99	9	?	?	?	?	22
23	2	13	2	1	2	2	2	1	40	1	1	0	13	6	0	0	2	5	0	0	-1	5	10	97	7	1	2	0	1	2	0	3	4	5	2	2	3	3	?	?	4500	2000	4
60	2	12	8	0	0	0	2	1	-1	1	0	0	7	7	0	0	?	2	19	0	-1	14	3	97	7	6	1	1	1	3	0	0	5	5	2	0	4	2	?	?	5500	?	5
75	2	0	5	0	0	1	3	1	-1	0	1	0	0	0	0	0	?	2	21	0	-1	6	7	97	7	3	2	0	1	2	0	2	4	5	4	0	6	3	?	?	2000	?	2
75	2	13	5	0	0	2	2	1	-1	2	1	0	10	8	0	0	?	3	27	0	-1	1	7	97	7	2	1	1	1	3	0	3	3	3	4	0	4	3	?	?	11250	?	9
83	1	7	5	0	0	3	2	1	-1	0	1	0	8	8	0	0	?	2	27	0	-1	10	6	97	7	1	1	1	0	1	0	4	2	5	4	0	3	2	?	?	11250	?	9
46	1	14	1	1	3	3	2	1	75	1	2	0	12	14	0	0	2	1	27	7	-1	2	8	13	1	6	2	0	1	2	2	1	2	3	3	14	0	3	13	14	23750	23750	14
35	2	17	1	0	1	0	1	4	50	3	0	1	11	8	0	0	1	1	23	1	45	5	1	12	1	1	1	1	1	2	2	0	2	2	2	17	1	3	17	12	67500	37500	20
34	1	13	1	2	2	2	2	2	44	1	1	0	98	97	0	?	2	4	18	0	-1	7	11	97	7	0	1	1	0	3	0	1	5	5	2	15	1	3	?	?	27500	27500	15
67	1	6	2	1	2	3	1	1	8	0	1	0	8	8	0	0	2	2	17	0	-1	9	2	97	7	0	1	1	1	2	0	2	2	2	2	2	2	2	?	?	3500	2000	3
84	2	10	5	0	0	0	2	4	-1	0	0	0	8	8	0	0	?	2	18	0	-1	7	4	97	7	5	2	0	1	2	0	0	5	5	3	0	1	3	?	?	?	?	22
47	1	7	1	1	2	2	1	1	61	0	1	0	8	8	0	0	2	1	19	4	-1	5	2	13	1	1	2	0	2	2	2	2	5	5	2	13	2	3	13	7	23750	21250	14
62	2	14	7	0	9	2	2	4	-1	2	1	0	12	8	0	0	?	2	18	0	-1	8	5	97	7	2	1	1	0	2	0	2	2	2	2	0	2	3	?	?	?	?	99
62	1	12	5	0	0	0	2	1	-1	1	0	0	8	8	0	0	?	3	22	0	-1	0	8	97	7	1	2	0	2	2	0	0	3	5	1	0	12	2	?	?	11250	?	9
81	2	4	5	0	0	0	2	1	-1	0	0	0	97	7	?	0	?	2	27	0	-1	5	9	97	7	0	2	0	1	3	0	0	5	5	1	0	5	2	?	?	5500	?	5
42	1	12	1	0	1	0	2	4	40	1	0	0	12	16	0	1	1	1	22	1	40	1	1	15	2	5	1	9	1	1	1	0	2	5	2	22	1	9	15	12	?	?	22
46	2	11	4	2	4	3	3	1	-1	0	1	0	11	97	0	?	2	3	26	0	-1	6	6	97	7	1	1	3	1	1	0	4	2	3	2	7	3	2	?	?	16250	7500	11
40	2	15	2	2	2	2	1	2	23	2	1	0	12	97	0	?	2	1	19	1	40	3	10	16	3	2	1	1	0	2	2	2	1	4	3	1	1	4	15	16	27500	500	15
48	2	13	7	0	9	0	4	2	-1	1	0	0	12	8	0	0	?	1	20	1	60	6	12	16	3	5	2	0	1	2	2	0	3	8	3	0	4	3	13	16	37500	?	17
46	2	16	1	1	2	3	1	1	40	3	2	1	10	10	0	0	2	1	27	1	40	11	11	16	3	3	2	0	1	1	1	3	1	3	1	8	4	3	16	16	18750	9000	12
20	1	13	4	1	1	2	1	2	-1	0	8	0	14	97	0	?	1	5	0	0	-1	1	3	97	7	5	2	0	0	2	0	1	1	3	1	6	3	1	?	?	27500	6500	15
73	2	12	5	0	0	2	2	1	-1	1	1	0	98	97	?	?	?	3	23	0	-1	7	5	97	7	0	1	1	1	2	0	4	3	5	1	0	5	1	?	?	9000	?	8
38	2	14	1	0	1	0	3	2	40	1	0	0	12	97	0	?	1	3	30	0	-1	4	1	97	7	3	1	2	1	2	0	0	1	2	2	16	5	3	?	?	32500	32500	16
38	1	12	1	1	2	2	1	2	53	1	1	0	8	12	0	0	2	1	18	2	5	2	4	12	1	1	2	0	0	1	1	4	2	3	2	14	2	3	12	12	27500	23750	15
76	2	7	5	0	0	0	5	1	-1	0	0	0	5	3	0	0	?	2	17	0	-1	10	3	97	7	1	2	0	1	1	0	0	2	4	2	0	6	4	?	?	7500	?	7
56	1	12	1	2	2	3	3	3	40	1	2	0	10	8	0	0	2	1	24	7	-1	2	10	10	0	5	2	0	1	1	1	1	5	5	2	19	4	4	10	12	55000	55000	19
74	1	7	2	1	1	2	1	1	23	0	8	0	8	4	0	0	1	1	20	7	-1	9	4	12	1	0	1	1	8	2	1	4	4	3	3	4	4	2	12	7	23750	4500	14
57	1	10	5	0	0	3	2	1	-1	0	1	0	7	7	0	0	?	1	18	7	-1	10	3	11	0	6	1	2	2	2	2	2	4	3	1	4	4	3	11	10	4500	4500	4
58	2	13	7	0	9	3	2	2	-1	1	2	0	10	97	0	?	?	1	20	5	-1	2	4	12	1	6	1	2	0	2	1	2	1	1	1	0	7	3	13	12	32500	?	16
76	2	13	5	0	0	3	3	2	-1	1	1	0	8	8	0	0	?	2	21	0	-1	0	6	97	7	1	1	1	0	1	0	4	1	2	5	0	6	4	?	?	32500	?	16
35	1	16	1	0	1	0	1	4	68	3	0	1	14	18	0	1	1	1	22	2	20	6	5	16	3	6	1	2	1	1	1	0	1	4	4	0	1	4	16	16	87500	?	21
36	2	13	7	0	1	3	2	1	-1	1	1	0	4	0	0	0	1	1	23	1	60	8	2	14	1	5	1	2	1	1	1	5	2	3	1	0	4	3	13	14	23750	?	14
39	2	14	3	1	2	3	2	1	-1	1	2	0	10	98	0	0	2	4	24	0	-1	1	7	97	7	1	1	3	0	1	0	4	3	4	3	0	1	5	?	?	16250	?	11
20	2	12	1	2	1	3	1	4	35	1	1	0	10	13	0	0	1	5	0	0	-1	2	2	97	7	4	1	2	1	2	0	4	3	5	2	7	1	4	?	?	67500	7500	20
43	1	16	1	1	1	3	2	3	70	3	2	1	12	13	0	0	1	1	40	2	15	2	5	14	1	6	2	0	0	1	1	2	3	4	2	18	1	3	14	16	45000	45000	18
39	2	14	1	1	1	2	2	4	40	1	1	0	12	12	0	0	1	1	17	1	40	3	4	15	2	2	1	1	0	2	3	9	1	4	2	15	2	3	14	15	67500	27500	20
48	1	16	1	0	2	0	3	3	45	3	0	1	12	13	0	0	2	1	32	1	40	4	6	16	3	1	1	1	2	2	2	0	3	4	4	17	1	3	16	16	55000	37500	19
52	2	13	2	1	1	3	2	3	5	1	1	0	12	12	0	0	1	1	19	5	-1	1	6	14	1	6	1	2	0	1	1	5	2	4	2	1	1	3	13	14	45000	500	18
82	1	19	5	0	0	0	4	4	-1	4	0	1	12	20	?	1	?	1	23	5	-1	0	9	15	1	5	1	2	1	1	1	0	1	2	3	9	4	4	15	19	67500	11250	20
44	1	19	2	1	1	3	2	1	20	3	1	1	14	16	0	1	1	1	22	2	32	3	6	18	4	1	1	3	2	1	1	4	3	4	2	0	2	4	18	19	6500	?	6
38	1	14	1	1	1	3	3	2	48	2	1	0	8	12	0	0	1	1	20	1	36	4	2	12	1	3	2	0	0	1	1	4	1	1	3	11	3	2	12	14	37500	16250	17
44	2	13	1	2	2	3	2	1	50	1	2	0	98	98	0	0	2	3	19	0	-1	2	12	97	7	0	1	1	0	1	0	2	3	4	3	12	1	3	?	?	18750	18750	12
24	2	17	6	0	0	3	1	1	-1	1	1	0	12	12	0	0	?	1	23	1	40	16	5	13	1	3	1	2	1	2	1	3	3	5	1	0	3	3	17	13	21250	?	13
35	1	16	1	0	1	0	1	2	45	3	0	1	11	10	0	0	1	1	22	1	40	2	9	17	3	4	1	2	1	1	1	0	2	3	1	16	3	4	17	16	37500	32500	17
48	1	12	8	0	0	1	3	1	-1	1	1	0	10	8	0	0	?	2	34	0	-1	22	7	97	7	1	1	1	1	3	0	1	2	5	1	0	3	2	?	?	9000	?	8
78	2	7	5	0	0	3	3	1	-1	0	2	0	6	12	0	0	?	2	49	0	-1	12	9	97	7	0	1	1	1	1	0	5	2	2	1	0	0	3	?	?	5500	?	5
24	1	13	1	1	2	3	2	3	40	1	8	0	12	20	0	1	2	5	0	0	-1	7	12	97	7	0	2	0	1	2	0	3	3	3	2	3	3	2	?	?	45000	3500	18
29	2	10	7	0	3	2	3	1	-1	0	2	0	97	99	?	0	2	1	16	8	-1	3	4	12	1	1	2	0	0	3	3	4	2	2	2	0	3	2	10	12	11250	?	9
36	2	14	7	0	1	2	4	2	-1	1	2	0	12	12	0	0	1	1	23	1	40	1	2	14	1	0	1	1	0	3	2	1	4	4	2	0	8	3	14	14	32500	?	16
66	2	15	5	0	0	3	1	2	-1	1	1	0	10	10	0	0	?	1	21	5	-1	2	2	14	1	0	1	1	0	1	1	2	2	2	3	0	5	3	15	14	27500	?	15
54	2	14	7	0	9	0	1	1	-1	1	0	0	16	97	1	?	?	3	30	0	-1	3	9	97	7	6	1	3	1	2	0	0	1	1	2	0	6	1	?	?	5500	?	5
37	2	18	1	0	1	0	1	1	60	4	0	1	2	3	0	0	1	5	0	0	-1	13	12	97	7	1	1	1	2	1	0	0	2	2	3	14	2	3	?	?	23750	23750	14
55	1	17	1	0	1	0	1	4	60	4	0	1	12	8	0	0	1	1	25	1	45	4	1	18	4	6	1	2	1	1	1	0	1	1	1	18	2	4	18	17	87500	45000	21
72	2	12	5	0	0	2	4	4	-1	1	1	0	12	12	0	0	?	2	21	0	-1	4	7	97	7	5	1	9	1	2	0	4	2	2	2	0	1	3	?	?	?	?	22
